Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Standardised Stone Name,Description Mention Statement,OUV Mention Statement,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
173,Stone Town of Zanzibar,United Republic of Tanzania,Yes,Coralline ragstone,Coral Stone,,"The buildings of the Stone Town, executed principally in coralline ragstone and mangrove timber, set in a thick lime mortar and then plastered and lime-washed, reflect a complex fusion of Swahili, Indian, Arab and European influences in building traditions and town planning. || The local artisans are competent in both the traditional building techniques and the skills needed to produce quality construction materials, namely laterite-sand, lime and coral stone.","a complex fusion of Swahili, Arab, Indian, and European influences; nan",Internal (DS/OUV),,18th and 19th centuries,Internal (DS/OUV),,Swahili / Coastal East African,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Laterite,Internal (DS/OUV),,Coral rag / Nyumba za mawe material,External,"Salum, Salum & Chami, Maximilian. (2026). Reclaiming Darajani Creek: colonial sanitation, urban transformation, conservation and heritage memory in Stone Town of Zanzibar, a UNESCO World Heritage Site. Built Heritage. 10. 10.1186/s43238-026-00265-9.",Na,,,,,,,,,,,,,,,,,,Local coastal coral reef exposures and shallow borrow pits / quarries across Unguja Island,External,"Salum, Salum & Chami, Maximilian. (2026). Reclaiming Darajani Creek: colonial sanitation, urban transformation, conservation and heritage memory in Stone Town of Zanzibar, a UNESCO World Heritage Site. Built Heritage. 10. 10.1186/s43238-026-00265-9.",United Republic of Tanzania (Zanzibar / Unguja),Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Primary load-bearing masonry walls for two-storey mansions, palaces, forts, and residential buildings",Internal (DS/OUV),,"Carved wooden doors, verandahs, and lime-plaster mouldings",Internal (DS/OUV),,"Coral ragstone set in thick lime mortar, encased in lime plaster and wash",Internal (DS/OUV),,"Salt aerosol attack, high atmospheric humidity, tropical moisture, and rainfall deterioration",Internal (DS/OUV),,Locally sourced coral ragstone and traditional lime mortars,Internal (DS/OUV),,Guided by the Stone Town Conservation and Development Authority (STCDA) Master Plan (1994) and Management Plan (2007) using traditional skills and materials,Internal (DS/OUV),,Moderate,,,"World Bank - Michenzani Green Corridor HIA Report

Limestone Resources of Tanzania: Geological Overview

Reclaiming Darajani Creek (Built Heritage / ResearchGate)",,,Tier 9: Unflagged,
173,Stone Town of Zanzibar,United Republic of Tanzania,Yes,Coral stone,Coral Stone,,"The local artisans are competent in both the traditional building techniques and the skills needed to produce quality construction materials, namely laterite-sand, lime and coral stone.","a complex fusion of Swahili, Arab, Indian, and European influences; nan",Internal (DS/OUV),,18th and 19th centuries,Internal (DS/OUV),,Swahili / Coastal East African,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Laterite,Internal (DS/OUV),,Coral rag / Nyumba za mawe material,External,"Salum, Salum & Chami, Maximilian. (2026). Reclaiming Darajani Creek: colonial sanitation, urban transformation, conservation and heritage memory in Stone Town of Zanzibar, a UNESCO World Heritage Site. Built Heritage. 10. 10.1186/s43238-026-00265-9.",Na,,,,,,,,,,,,,,,,,,Local coastal coral reef exposures and shallow borrow pits / quarries across Unguja Island,External,"Salum, Salum & Chami, Maximilian. (2026). Reclaiming Darajani Creek: colonial sanitation, urban transformation, conservation and heritage memory in Stone Town of Zanzibar, a UNESCO World Heritage Site. Built Heritage. 10. 10.1186/s43238-026-00265-9.",United Republic of Tanzania (Zanzibar / Unguja),Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Primary load-bearing masonry walls for two-storey mansions, palaces, forts, and residential buildings",Internal (DS/OUV),,"Carved wooden doors, verandahs, and lime-plaster mouldings",Internal (DS/OUV),,"Coral ragstone set in thick lime mortar, encased in lime plaster and wash",Internal (DS/OUV),,"Salt aerosol attack, high atmospheric humidity, tropical moisture, and rainfall deterioration",Internal (DS/OUV),,Locally sourced coral ragstone and traditional lime mortars,Internal (DS/OUV),,Guided by the Stone Town Conservation and Development Authority (STCDA) Master Plan (1994) and Management Plan (2007) using traditional skills and materials,Internal (DS/OUV),,Moderate,,,"World Bank - Michenzani Green Corridor HIA Report

Limestone Resources of Tanzania: Geological Overview

Reclaiming Darajani Creek (Built Heritage / ResearchGate)",,,Tier 9: Unflagged,
174,Historic Centre of Florence,Italy,Yes,Pietra Forte,Sandstone,,"Florentines, aware of their own architectural past, have been able to preserve original building techniques with traditional building materials such as “pietra forte”, “pietra serena”, plasterwork, and frescoes.","Renaissance, Gothic, Romanesque, Medieval, Roman; nan",Internal (DS/OUV),,13th–17th Century (with ancient Roman foundation from 59 BC),Internal (DS/OUV),,Florentine / Italian Renaissance & Etruscan/Roman,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,"Carrara Marble, Marmo di Corylo, Rosso di Cotto",Internal (DS/OUV),,"Pietra Forte, Pietra Serena",Internal (DS/OUV),,Turbiditic silicic-carbonate sandstone (Pietra Forte); Feldspathic greywacke sandstone (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Upper Cretaceous (Pietra Forte); Upper Oligocene–Lower Miocene (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Pietraforte Formation (Ligurian Domain); Macigno Formation (Tuscan Nappe),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Yellowish-brown/ochraceous (Pietra Forte); Cerulean/greyish-blue (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Fine-to-medium grained, graded bedding",External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Quartz, Feldspars (Plagioclase), Micas, Calcite, Dolomite fragments",External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Boboli Hill Quarries, Costa San Giorgio (Pietra Forte); Fiesole & Monte Ceceri Quarries (Pietra Serena); Apuan Alps / Carrara (Marble)",External,https://www.isprambiente.gov.it/it/pubblicazioni/periodici-tecnici/memorie-descrittive-della-carta-geologica-ditalia/stones.pdf,Italy,Internal (DS/OUV),,Local (Pietra Forte & Pietra Serena); Regional Import (Carrara Marble),Internal (DS/OUV),,Local (< 5–10 km for sandstones); ~100 km (for Carrara Marble),External,https://www.isprambiente.gov.it/it/pubblicazioni/periodici-tecnici/memorie-descrittive-della-carta-geologica-ditalia/stones.pdf,"Fortified walls, palaces, bridges, structural pillars, foundations, exterior load-bearing masonry",Internal (DS/OUV),,"Interior pilasters, cornices, door/window frames, statues, facades, plasterwork, frescoes",Internal (DS/OUV),,"Rustication (ashlar), cobblestone paving, traditional Florentine stone masonry",Internal (DS/OUV),,"Exfoliation, atmospheric pollution degradation, humidity erosion, flood risk",Internal (DS/OUV),,,,,"Ongoing urban restoration, 2006 Management Plan, emergency flood risk measures",Internal (DS/OUV),,Good,Internal (DS/OUV),,"Webpage (Uploaded Document)	
1. UNESCO Official Dossier


2. Pietraforte Sandstone Research Study


3. ISPRA Geological Survey of Italian Stones",,,Tier 9: Unflagged,
174,Historic Centre of Florence,Italy,Yes,Pietra Serena,Sandstone,,"Florentines, aware of their own architectural past, have been able to preserve original building techniques with traditional building materials such as “pietra forte”, “pietra serena”, plasterwork, and frescoes.","Renaissance, Gothic, Romanesque, Medieval, Roman; nan",Internal (DS/OUV),,13th–17th Century (with ancient Roman foundation from 59 BC),Internal (DS/OUV),,Florentine / Italian Renaissance & Etruscan/Roman,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,"Carrara Marble, Marmo di Corylo, Rosso di Cotto",Internal (DS/OUV),,"Pietra Forte, Pietra Serena",Internal (DS/OUV),,Turbiditic silicic-carbonate sandstone (Pietra Forte); Feldspathic greywacke sandstone (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Upper Cretaceous (Pietra Forte); Upper Oligocene–Lower Miocene (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Pietraforte Formation (Ligurian Domain); Macigno Formation (Tuscan Nappe),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Yellowish-brown/ochraceous (Pietra Forte); Cerulean/greyish-blue (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Fine-to-medium grained, graded bedding",External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Quartz, Feldspars (Plagioclase), Micas, Calcite, Dolomite fragments",External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Boboli Hill Quarries, Costa San Giorgio (Pietra Forte); Fiesole & Monte Ceceri Quarries (Pietra Serena); Apuan Alps / Carrara (Marble)",External,https://www.isprambiente.gov.it/it/pubblicazioni/periodici-tecnici/memorie-descrittive-della-carta-geologica-ditalia/stones.pdf,Italy,Internal (DS/OUV),,Local (Pietra Forte & Pietra Serena); Regional Import (Carrara Marble),Internal (DS/OUV),,Local (< 5–10 km for sandstones); ~100 km (for Carrara Marble),External,https://www.isprambiente.gov.it/it/pubblicazioni/periodici-tecnici/memorie-descrittive-della-carta-geologica-ditalia/stones.pdf,"Fortified walls, palaces, bridges, structural pillars, foundations, exterior load-bearing masonry",Internal (DS/OUV),,"Interior pilasters, cornices, door/window frames, statues, facades, plasterwork, frescoes",Internal (DS/OUV),,"Rustication (ashlar), cobblestone paving, traditional Florentine stone masonry",Internal (DS/OUV),,"Exfoliation, atmospheric pollution degradation, humidity erosion, flood risk",Internal (DS/OUV),,,,,"Ongoing urban restoration, 2006 Management Plan, emergency flood risk measures",Internal (DS/OUV),,Good,Internal (DS/OUV),,"Webpage (Uploaded Document)	
1. UNESCO Official Dossier


2. Pietraforte Sandstone Research Study


3. ISPRA Geological Survey of Italian Stones",,,Tier 9: Unflagged,
183,Archaeological Site of Leptis Magna,Libya,Yes,Marble,Marble,,Aegean craftsmanship can be seen in the magnificent marble decorations on the pillars in the Severan Basilica and those on the Arch of Severus.,"Architectural, Building, Monument, Monumental, Neo-Classical, Structure; nan",Internal (DS/OUV),,Phoenicians (7th century BCE); Roman Empire expansion; Severan emperors (3rd century CE),Internal (DS/OUV),,"Phoenician, Punic, Roman, Greek, Hellenistic",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,Marble,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Imported / Aegean influence (* Aegean craftsmanship noted on marble decorations *),Internal (DS/OUV),,,,,"Amphitheatre, Arch, Basilica, Bath, Capital, Gate, Pillar, Temple, Theatre",Internal (DS/OUV),,Marble decorations on pillars in the Severan Basilica and on the Arch of Severus,Internal (DS/OUV),,,,,Covered by wind-blown sand from interior (protected for 800 years); vegetal encroachment (needs monitoring),Internal (DS/OUV),,,,,"Consolidation, restoration, maintenance, and minor reconstruction carried out in the first half of the 20th century",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
194,Timgad,Algeria,Yes,Limestone,Limestone,,"The streets were paved with large rectangular limestone slabs and, as attested by the 14 baths which still may be seen today, particular attention was paid to the disposition of public conveniences.","Roman town planning / Roman military colony / Defensive system, public conveniences, spectacles, religious complex; nan",Internal (DS/OUV),,Founded 100 A.D. (Trajan period); expansions in Severan period; modifications in Byzantine period (539 A.D.),Internal (DS/OUV),,Roman / Byzantine,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,Local (Inferred for limestone); Precious marbles absent (mosaics used to offset absence),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire buildings constructed of stone; streets paved with large rectangular limestone slabs; reused blocks in Byzantine fortress,Internal (DS/OUV),,Sumptuous mosaics (offsetting absence of precious marbles),Internal (DS/OUV),,Orthogonal block / Ashlar / Reused Roman blocks in later Byzantine fortification,Internal (DS/OUV),,"Fragile structures affected by climbing, trampling, graffiti, and vehicle pressure during annual cultural festivals",Internal (DS/OUV),,,,,Reused blocks removed from Roman monuments for Byzantine fortress (539 AD); restoration along with ongoing excavations (1881–1960),Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
194,Timgad,Algeria,Yes,Marble,Marble,,"The houses, of varying sizes, dazzle by their sumptuous mosaics, which were intended to offset the absence of precious marbles.","Roman town planning / Roman military colony / Defensive system, public conveniences, spectacles, religious complex; nan",Internal (DS/OUV),,Founded 100 A.D. (Trajan period); expansions in Severan period; modifications in Byzantine period (539 A.D.),Internal (DS/OUV),,Roman / Byzantine,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,Local (Inferred for limestone); Precious marbles absent (mosaics used to offset absence),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire buildings constructed of stone; streets paved with large rectangular limestone slabs; reused blocks in Byzantine fortress,Internal (DS/OUV),,Sumptuous mosaics (offsetting absence of precious marbles),Internal (DS/OUV),,Orthogonal block / Ashlar / Reused Roman blocks in later Byzantine fortification,Internal (DS/OUV),,"Fragile structures affected by climbing, trampling, graffiti, and vehicle pressure during annual cultural festivals",Internal (DS/OUV),,,,,Reused blocks removed from Roman monuments for Byzantine fortress (539 AD); restoration along with ongoing excavations (1881–1960),Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
202,Ancient City of Sigiriya,Sri Lanka,Yes,Granite,Granite,"Ancient City of Sigiriya

The ruins of the capital built by the parricidal King Kassapa I (477–95) lie on the steep slopes and at the summit of a granite peak standing some 180m high (the 'Lion's Rock', which dominates the jungle from all sides).",,rock art; nan,,,477–495,Internal (DS/OUV),,"NA (King Kassapa I is mentioned, but no specific civilization)",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),," Bricks, Plaster",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used as a foundational peak (180m high) and for a gigantic lion structure (galleries/staircases emerging from mouth).,Internal (DS/OUV),,,,,Constructed of bricks and plaster,Internal (DS/OUV),,,,,,,,,,,,,,,,,Tier 9: Unflagged,
231,Red Fort Complex,India,Yes,Red sandstone,Sandstone,"Named for its massive enclosing walls of red sandstone, it is adjacent to an older fort, the Salimgarh, built by Islam Shah Suri in 1546, with which it forms the Red Fort Complex.",,"Fort, Palace (Islamic, Persian, Timurid, and Hindu traditions; Mughal Architecture); nan",Internal (DS/OUV),,"1546 (Salimgarh), 1526 AD (Mughal initiated), Shah Jahan era",Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massive enclosing walls,Internal (DS/OUV),,,,,,,,,,,,,,,,,Good,,,,,,Tier 9: Unflagged,
232,"Humayun's Tomb, Delhi",India,Yes,Red Sandstone,Sandstone,,The structure is of dressed stone clad in red sandstone with white and black inlaid marble borders.,Garden-Tomb / Dynastic Mausoleum (Mughal / Indo-Islamic Architecture); nan,Internal (DS/OUV),,1560s–1570 (1562 to 1571 CE),Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Black Marble (used for inlay/borders),Internal (DS/OUV),,Delhi Quartzite (used in core/structural masonry underpinning red sandstone cladding),External,Peer-Reviewed Literature / ASI Conservation Reports,,,,,,,,,,"Red, White, Black",Internal (DS/OUV),,,,,,,,,,,,Internal (DS/OUV),,,,,,,,"High terraced platform with vaulted cells, core masonry walls, double dome superstructure",Internal (DS/OUV),,"Cladding in red sandstone, white marble double-dome, black and white marble inlaid borders, stone screens (jalis), glazed ceramic tiles on chhatris",Internal (DS/OUV),,"Dressed stone masonry with ashlar cladding, tie-bars, and lime mortar joining; marble inlay (Pietra Dura precursor)",Internal (DS/OUV),,,,,Traditional red sandstone and white marble matching original quarry characteristics,Internal (DS/OUV),,"Removal of 20th-century cement/concrete layers and replacement with traditional lime mortar, lime concrete, and reset original stone paving (AKTC / ASI Project)",Internal (DS/OUV),,Good,Internal (DS/OUV),,"ICOMOS Evaluation, Aga Khan Trust for Culture (AKTC) Conservation Reports, 
Peer-Reviewed Scientific Studies (Lowry, 1986; Naik et al., 2024; Kumar, 2026)",,,Tier 9: Unflagged,
232,"Humayun's Tomb, Delhi",India,Yes,White Marble,Marble,,It is surmounted by a 42.5 m high double dome clad with marble flanked by pillared kiosks (chhatris) and the domes of the central chhatris are adorned with glazed ceramic tiles. || The structure is of dressed stone clad in red sandstone with white and black inlaid marble borders.,Garden-Tomb / Dynastic Mausoleum (Mughal / Indo-Islamic Architecture); nan,Internal (DS/OUV),,1560s–1570 (1562 to 1571 CE),Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Black Marble (used for inlay/borders),Internal (DS/OUV),,Delhi Quartzite (used in core/structural masonry underpinning red sandstone cladding),External,Peer-Reviewed Literature / ASI Conservation Reports,,,,,,,,,,"Red, White, Black",Internal (DS/OUV),,,,,,,,,,,,Internal (DS/OUV),,,,,,,,"High terraced platform with vaulted cells, core masonry walls, double dome superstructure",Internal (DS/OUV),,"Cladding in red sandstone, white marble double-dome, black and white marble inlaid borders, stone screens (jalis), glazed ceramic tiles on chhatris",Internal (DS/OUV),,"Dressed stone masonry with ashlar cladding, tie-bars, and lime mortar joining; marble inlay (Pietra Dura precursor)",Internal (DS/OUV),,,,,Traditional red sandstone and white marble matching original quarry characteristics,Internal (DS/OUV),,"Removal of 20th-century cement/concrete layers and replacement with traditional lime mortar, lime concrete, and reset original stone paving (AKTC / ASI Project)",Internal (DS/OUV),,Good,Internal (DS/OUV),,"ICOMOS Evaluation, Aga Khan Trust for Culture (AKTC) Conservation Reports, 
Peer-Reviewed Scientific Studies (Lowry, 1986; Naik et al., 2024; Kumar, 2026)",,,Tier 9: Unflagged,
233,"Qutb Minar and its Monuments, Delhi",India,Yes,Red Sandstone,Sandstone,"Qutb Minar and its Monuments, Delhi

Built in the early 13th century a few kilometres south of Delhi, the red sandstone tower of Qutb Minar is 72.5 m high, tapering from 2.75 m in diameter at its peak to 14.32 m at its base, and alternating angular and rounded flutings.","Built of red and buff sandstone and eloquently carved with inscriptional bands, the Qutb Minar is the tallest masonry tower in India, measuring 72.5 metres high, with projecting balconies for calling all Muadhdhin to prayer.","Architectural, Masonry, Monument, Mughal, Islamic, Funerary, Religious; nan",Internal (DS/OUV),,Early 13th century (1199–1503; major expansions in 1311),Internal (DS/OUV),,"Indo-Muslim / Islamic (Ghurid clans, Slave/Mamluk Dynasty, Khilji Dynasty, Mughal era influence)",Internal (DS/OUV),,,,,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,"Red, Buff",Internal (DS/OUV),,Fluted (architectural surface/carved),,,,,,,,,,,,Reused materials from ~20 local Brahman temples,Internal (DS/OUV),,,,,"Masonry tower, arches, minarets, arcades, ceremonial gateway, tomb chamber",Internal (DS/OUV),,"Carved inscriptional bands, arabesque patterns, geometrical patterns, carved pillars, cladding",Internal (DS/OUV),,"Angular and rounded fluted masonry, ashlar masonry with carved bands",Internal (DS/OUV),,,,,,,,Periodically undertaken reversible repairs respecting original construction systems,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
233,"Qutb Minar and its Monuments, Delhi",India,Yes,Buff Sandstone,Sandstone,"Qutb Minar and its Monuments, Delhi

Built in the early 13th century a few kilometres south of Delhi, the red sandstone tower of Qutb Minar is 72.5 m high, tapering from 2.75 m in diameter at its peak to 14.32 m at its base, and alternating angular and rounded flutings.","Built of red and buff sandstone and eloquently carved with inscriptional bands, the Qutb Minar is the tallest masonry tower in India, measuring 72.5 metres high, with projecting balconies for calling all Muadhdhin to prayer.","Architectural, Masonry, Monument, Mughal, Islamic, Funerary, Religious; nan",Internal (DS/OUV),,Early 13th century (1199–1503; major expansions in 1311),Internal (DS/OUV),,"Indo-Muslim / Islamic (Ghurid clans, Slave/Mamluk Dynasty, Khilji Dynasty, Mughal era influence)",Internal (DS/OUV),,,,,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,"Red, Buff",Internal (DS/OUV),,Fluted (architectural surface/carved),,,,,,,,,,,,Reused materials from ~20 local Brahman temples,Internal (DS/OUV),,,,,"Masonry tower, arches, minarets, arcades, ceremonial gateway, tomb chamber",Internal (DS/OUV),,"Carved inscriptional bands, arabesque patterns, geometrical patterns, carved pillars, cladding",Internal (DS/OUV),,"Angular and rounded fluted masonry, ashlar masonry with carved bands",Internal (DS/OUV),,,,,,,,Periodically undertaken reversible repairs respecting original construction systems,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
240,Khajuraho Group of Monuments,India,Yes,Sandstone,Sandstone,,"Built in sandstone, each temple is elevated from its environs by a highly ornate terraced platform, or jagati, on which stands the body, or jangha, whose sanctum is topped by a tower, or shikhara, of a type unique to Nagara, where the verticality of the principal spire atop the sanctum is accentuated by a series of miniature spires flanking it, each symbolizing Mount Kailasa, the abode of the Gods.",Nagara-style temple architecture; nan,Internal (DS/OUV),,10th and 11th centuries CE (950–1050 CE),Internal (DS/OUV),,Chandella dynasty,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elevated terraced platform (jagati), body (jangha), sanctum (garbhagriha), main hall (mandapa), entrance porch (ardhamandapa), vestibule (antarala), tower (shikhara), spires",Internal (DS/OUV),,"Sculpted surfaces depicting sacred/secular themes, anthropomorphic and non-anthropomorphic motifs, deities, amorous couples, dancers, and musicians",Internal (DS/OUV),,,,,Vibrations and dust particles from the nearby Khajuraho Airport identified as potential threats,Internal (DS/OUV),,,,,Managed under the Ancient Monuments and Archaeological Sites and Remains (AMASR) Act,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
