Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Exploded Major Stone,Standardized Stone Name,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
171,Fort and Shalamar Gardens in Lahore,Pakistan,Fortified Palace & Water Garden Enclosure Complex; nan,Internal (DS/OUV),,16th – 17th Century (Akbar 1542–1605 through Shah Jahan 1627–1658; Shalamar Gardens completed 1641–1642),Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,,Internal (DS/OUV),,"Red Sandstone, White Marble",White Marble,Marble,Internal (DS/OUV),,Sedimentary Rock,,,"Semi-precious stones (pietra dura / inlay), Glass mosaics, Gilt",Internal (DS/OUV),,,,,,,,,,,,,,"Red/Terracotta (Sandstone); Pure White, Milky White, Grey/Pink Streaked (Marble)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Baked brick masonry core with red sandstone courses, enclosing walls, gateways, bastions, and supporting pillars/pavilions",Internal (DS/OUV),,"Luxurious marble palaces, screens, inlay of semi-precious stones (pietra dura), glass mosaics (Shish Mahal), gilt, and zoomorphic corbels",Internal (DS/OUV),,"Ashlar stone cladding over baked brick, carved stone lattice (jaali) screens, corbelled brackets, and stone inlay/pietra dura",Internal (DS/OUV),,"Deterioration of hydraulic systems, moisture-induced micro-cracking, thermo-hygric expansion/bowing in marble, atmospheric pollution decay",Internal (DS/OUV),,Traditional lime mortar and matching red sandstone/marble matching historical composition during controlled restoration,Internal (DS/OUV),,Traditional lime mortar and matching red sandstone/marble matching historical composition during controlled restoration,Internal (DS/OUV),,Moderate,,,Yes,"1. Makrana Marble: A Popular Heritage Stone Resource
2. The Art of Pietra-dura during the 17th Century Mughal Era
3. Conservation Challenges and Emerging Trends in Pakistan",,,Tier 9: Unflagged,
677,Baroque Churches of the Philippines,Philippines,Earthquake Baroque / Fortress Baroque (Peripheral Baroque); nan,Internal (DS/OUV),,"16th – 18th centuries (Spanish Colonial Period)
",Internal (DS/OUV),,"Spanish Colonial Philippines (fusion of Spanish/European, Chinese, and native Philippine traditions)",Internal (DS/OUV),,,Internal (DS/OUV),,"Tuff (e.g., volcanic tuff/adobe), Coralline / Coralline Limestone, Brick",Tuff (e.g.,Volcanic Rock,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,"Brick, Lime (mortar), Coral blocks",Internal (DS/OUV),,Adobe stone (volcanic tuff in Manila/Luzon); Coral stone / De capaza,Internal (DS/OUV),,"Volcanic Tuff, Biogenic Coralline Limestone, Clay Brick",Internal (DS/OUV),,,,,na,,,,,,"Porous, coarse-grained (coralline/tuffaceous)",,,"Calcite (limestone), Volcanic ash/feldspar/silicate minerals (tuff)",,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",External,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Load-bearing exterior walls, massive buttresses (contrafuertes), bell towers, stone barrel vaults",Internal (DS/OUV),,"High Baroque retablos (altars), volutes, pediment reliefs, carved facades, trompe-l'œil ceiling paintings",Internal (DS/OUV),,"Thick unreinforced block masonry consolidated with lime mortar
",Internal (DS/OUV),,"Environmental degradation and surface erosion due to time, tropical humidity, and salt air",,,,,,Careful governmental and tri-partite restoration using original materials to preserve integrity,,,Excellent,,,Yes,ICOMOS Advisory Body Evaluation; Presidential Decrees 260 & 375; RA 10066 (National Heritage Law),,,Tier 9: Unflagged,
677,Baroque Churches of the Philippines,Philippines,Earthquake Baroque / Fortress Baroque (Peripheral Baroque); nan,Internal (DS/OUV),,"16th – 18th centuries (Spanish Colonial Period)
",Internal (DS/OUV),,"Spanish Colonial Philippines (fusion of Spanish/European, Chinese, and native Philippine traditions)",Internal (DS/OUV),,,Internal (DS/OUV),,"Tuff (e.g., volcanic tuff/adobe), Coralline / Coralline Limestone, Brick",volcanic tuff/adobe),Volcanic Rock,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,"Brick, Lime (mortar), Coral blocks",Internal (DS/OUV),,Adobe stone (volcanic tuff in Manila/Luzon); Coral stone / De capaza,Internal (DS/OUV),,"Volcanic Tuff, Biogenic Coralline Limestone, Clay Brick",Internal (DS/OUV),,,,,na,,,,,,"Porous, coarse-grained (coralline/tuffaceous)",,,"Calcite (limestone), Volcanic ash/feldspar/silicate minerals (tuff)",,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",External,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Load-bearing exterior walls, massive buttresses (contrafuertes), bell towers, stone barrel vaults",Internal (DS/OUV),,"High Baroque retablos (altars), volutes, pediment reliefs, carved facades, trompe-l'œil ceiling paintings",Internal (DS/OUV),,"Thick unreinforced block masonry consolidated with lime mortar
",Internal (DS/OUV),,"Environmental degradation and surface erosion due to time, tropical humidity, and salt air",,,,,,Careful governmental and tri-partite restoration using original materials to preserve integrity,,,Excellent,,,Yes,ICOMOS Advisory Body Evaluation; Presidential Decrees 260 & 375; RA 10066 (National Heritage Law),,,Tier 9: Unflagged,
677,Baroque Churches of the Philippines,Philippines,Earthquake Baroque / Fortress Baroque (Peripheral Baroque); nan,Internal (DS/OUV),,"16th – 18th centuries (Spanish Colonial Period)
",Internal (DS/OUV),,"Spanish Colonial Philippines (fusion of Spanish/European, Chinese, and native Philippine traditions)",Internal (DS/OUV),,,Internal (DS/OUV),,"Tuff (e.g., volcanic tuff/adobe), Coralline / Coralline Limestone, Brick",Coralline / Coralline Limestone,Limestone,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,"Brick, Lime (mortar), Coral blocks",Internal (DS/OUV),,Adobe stone (volcanic tuff in Manila/Luzon); Coral stone / De capaza,Internal (DS/OUV),,"Volcanic Tuff, Biogenic Coralline Limestone, Clay Brick",Internal (DS/OUV),,,,,na,,,,,,"Porous, coarse-grained (coralline/tuffaceous)",,,"Calcite (limestone), Volcanic ash/feldspar/silicate minerals (tuff)",,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",External,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Load-bearing exterior walls, massive buttresses (contrafuertes), bell towers, stone barrel vaults",Internal (DS/OUV),,"High Baroque retablos (altars), volutes, pediment reliefs, carved facades, trompe-l'œil ceiling paintings",Internal (DS/OUV),,"Thick unreinforced block masonry consolidated with lime mortar
",Internal (DS/OUV),,"Environmental degradation and surface erosion due to time, tropical humidity, and salt air",,,,,,Careful governmental and tri-partite restoration using original materials to preserve integrity,,,Excellent,,,Yes,ICOMOS Advisory Body Evaluation; Presidential Decrees 260 & 375; RA 10066 (National Heritage Law),,,Tier 9: Unflagged,
633,White Monuments of Vladimir and Suzdal,Russian Federation,"Ecclesiastical / Religious and Public Monuments (Cathedral, Church, Monastery, Castle/Palace, Fortress/Kremlin, Golden Gate); nan",Internal (DS/OUV),,12th–13th centuries (with 16th–17th century reconstructions/additions),,,Ancient Russian Principality / North-East Rus,Internal (DS/OUV),,,Internal (DS/OUV),,White Limestone,White Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,"White Stone (""white-stone architecture / structures"")",Internal (DS/OUV),,Limestone,,,,,,,,,White,Internal (DS/OUV),,Regular blocks,Internal (DS/OUV),,Lime (in white lime mortar),Internal (DS/OUV),,,,,,,,,,,,,,"Load-bearing stonework faced in regular blocks of white limestone (walls, cubic towers, naves, drums, apses)",Internal (DS/OUV),,"Carved reliefs, exterior wall reliefs, fine stone carvings (over a thousand stone carvings on King David theme)",Internal (DS/OUV),,"Stonework faced in regular blocks of white limestone, ashlar masonry style",Internal (DS/OUV),,Atmospheric and vehicle pollution affecting white stone facades,Internal (DS/OUV),,White stone (Used in traditional restoration),Internal (DS/OUV),,"Restoration using traditional techniques, old construction methods, and authentic materials (white stone, white lime, wood, metal)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
400,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Hungary,"Eclectic, Gothic, Neo-Gothic, Renaissance, Neo-Renaissance, Baroque, Art Nouveau; nan",Internal (DS/OUV),,"Roman era (Aquincum), Medieval (13th century / 1241–1242, King Bela IV), 14th century, 18th century, 19th century (1849, 1862, 1872–1885), 20th century (1893–1896, 1960–1980)",Internal (DS/OUV),,"Roman (Aquincum), Hungarian Monarchy, Austro-Hungarian Empire, Ottoman/Turkish Occupation period",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Castle/Spur foundations, Bridges, Embankments, Underground Railway, Fortifications (Citadel), Retaining Structures",Internal (DS/OUV),,"Decorative facade elements, Street furniture, Monuments, Architectural embellishments",Internal (DS/OUV),,,,,"Deterioration of limestone structures, Humidity affecting wooden roof structures, Metal structure corrosion, Air pollution, Climate change impacts (extreme water levels of the Danube)",Internal (DS/OUV),,,,,Partial reconstruction and restoration of the Buda Castle Quarter (1960–1980); authentic renovation of three Danube bridges; ongoing maintenance,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
987,Roman Walls of Lugo,Spain,Roman military fortification / Late imperial defensive walls; nan,Internal (DS/OUV),,3rd and 4th centuries AD (later part of the 3rd century),Internal (DS/OUV),,Western Roman Empire / Roman,Internal (DS/OUV),,,Internal (DS/OUV),,"Slate, Granite",Slate,Slate,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,Conglomerate (slate slabs & worked stone pieces from Roman buildings),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Local materials (""use of local materials such as slate, granite..."")",Internal (DS/OUV),,,,,Internal and external facings (slate with some granite); core filling (conglomerate of slate slabs and worked stone pieces),Internal (DS/OUV),,,,,Interlocked with lime mortar; core filling of conglomerate of slate slabs and worked stone pieces re-used from Roman buildings,Internal (DS/OUV),,Minor pressures from relative humidity and water (noted as under control),Internal (DS/OUV),,Re-used worked stone pieces from earlier Roman buildings,Internal (DS/OUV),,"Renovation, rehabilitation, and maintenance interventions carried out under the ""Advance Integral Plan for the Conservation and Restoration of the Walls of Lugo""",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
987,Roman Walls of Lugo,Spain,Roman military fortification / Late imperial defensive walls; nan,Internal (DS/OUV),,3rd and 4th centuries AD (later part of the 3rd century),Internal (DS/OUV),,Western Roman Empire / Roman,Internal (DS/OUV),,,Internal (DS/OUV),,"Slate, Granite",Granite,Granite,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,Conglomerate (slate slabs & worked stone pieces from Roman buildings),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Local materials (""use of local materials such as slate, granite..."")",Internal (DS/OUV),,,,,Internal and external facings (slate with some granite); core filling (conglomerate of slate slabs and worked stone pieces),Internal (DS/OUV),,,,,Interlocked with lime mortar; core filling of conglomerate of slate slabs and worked stone pieces re-used from Roman buildings,Internal (DS/OUV),,Minor pressures from relative humidity and water (noted as under control),Internal (DS/OUV),,Re-used worked stone pieces from earlier Roman buildings,Internal (DS/OUV),,"Renovation, rehabilitation, and maintenance interventions carried out under the ""Advance Integral Plan for the Conservation and Restoration of the Walls of Lugo""",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
822,Historic Centre (Old Town) of Tallinn,Estonia,"Medieval northern European trading city, public and burgher buildings, churches, fortifications, domestic merchant architecture; nan",Internal (DS/OUV),,13th to 16th centuries (with 17th–20th century additions),Internal (DS/OUV),,"Teutonic Order, Hanseatic League",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone (explicitly mentioned forming the high hill of Toompea),Limestone (explicitly mentioned forming the high hill of Toompea),Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Upper town constructed on local limestone hill),Internal (DS/OUV),,,,,"Castle, Cathedral, Town Wall, Fortifications, Urban Foundation",,,,,,,,,Fire and war ravages (historical structural risks),Internal (DS/OUV),,,,,"Historical residential refurbishment, maintenance of wooden quarters",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
910,Brimstone Hill Fortress National Park,Saint Kitts and Nevis,Military architecture / Fortress / Citadel (Polygonal System); nan,Internal (DS/OUV),,"17th and 18th centuries (Evolved starting in 1690, Citadel completed end of 1700s, served until 1853)",Internal (DS/OUV),,British (built by African slave labour) / European colonial,Internal (DS/OUV),,,Internal (DS/OUV),,"Basalt, Limestone",Basalt,Basalt,Internal (DS/OUV),,Igneous Rock,,,,,,,,,"Basalt, Limestone",,,,,,,,,,,,,,,,,,Quarries on the middle and lower slopes of the hill,Internal (DS/OUV),,Saint Kitts and Nevis (Island of St. Christopher / St. Kitts),Internal (DS/OUV),,Local,,,,,,"Dressed stone (basalt) blocks with a rubble core used for principal structures (bastions, barracks, retaining walls, Citadel)",Internal (DS/OUV),,Local limestone used as a decorative element for quoins and for facing round doorways and embrasures,Internal (DS/OUV),,Dressed stone blocks with a rubble core; traditional working techniques; mortars prepared with Portland cement mixed with lime,Internal (DS/OUV),,"Rock falls, land slippage, and heavy rainfall impact",Internal (DS/OUV),,New stone worked according to traditional techniques,Internal (DS/OUV),,"Stabilization, restoration, and reconstruction projects (e.g., discrete use of modern materials like Portland cement mixed with lime in recommended proportions, timber reconstructions)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
910,Brimstone Hill Fortress National Park,Saint Kitts and Nevis,Military architecture / Fortress / Citadel (Polygonal System); nan,Internal (DS/OUV),,"17th and 18th centuries (Evolved starting in 1690, Citadel completed end of 1700s, served until 1853)",Internal (DS/OUV),,British (built by African slave labour) / European colonial,Internal (DS/OUV),,,Internal (DS/OUV),,"Basalt, Limestone",Limestone,Limestone,Internal (DS/OUV),,Igneous Rock,,,,,,,,,"Basalt, Limestone",,,,,,,,,,,,,,,,,,Quarries on the middle and lower slopes of the hill,Internal (DS/OUV),,Saint Kitts and Nevis (Island of St. Christopher / St. Kitts),Internal (DS/OUV),,Local,,,,,,"Dressed stone (basalt) blocks with a rubble core used for principal structures (bastions, barracks, retaining walls, Citadel)",Internal (DS/OUV),,Local limestone used as a decorative element for quoins and for facing round doorways and embrasures,Internal (DS/OUV),,Dressed stone blocks with a rubble core; traditional working techniques; mortars prepared with Portland cement mixed with lime,Internal (DS/OUV),,"Rock falls, land slippage, and heavy rainfall impact",Internal (DS/OUV),,New stone worked according to traditional techniques,Internal (DS/OUV),,"Stabilization, restoration, and reconstruction projects (e.g., discrete use of modern materials like Portland cement mixed with lime in recommended proportions, timber reconstructions)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
990,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Italy,"Umbrian hill town, medieval city, basilicas, sanctuaries, fort, hermitage sites; nan",Internal (DS/OUV),,"Ancient Roman origins, 13th century (medieval) through late 15th–18th centuries",Internal (DS/OUV),,"Umbrian-Roman, Medieval, Renaissance",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Assisi type of stone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Mount Subasio slopes (local hill context),Internal (DS/OUV),,Italy,,,Local,,,,,,"Walls, foundations, vaults, basilicas, fort (Rocca Maggiore), sanctuaries",,,,,,Stone construction / terraced Roman town foundation,Internal (DS/OUV),,,,,,,,Restoration works carried out following earthquake damage (e.g. collapse of parts of the vaults in the Basilica of San Francesco),,,Excellent,,,Yes,,,,Tier 9: Unflagged,
810,Historic City of Trogir,Croatia,"Hellenistic orthogonal plan, Romanesque churches, Gothic and Renaissance buildings/palaces, Baroque, Byzantine, Venetian fortifications, Fortress (Camerlengo), Cathedral, Basilica, Town Hall; nan",Internal (DS/OUV),,"Hellenistic period (3rd century BC), Medieval period, 13th to 16th century (Cathedral built ~1200–late 16th century), 14th–15th century (Town Hall), Venetian period",Internal (DS/OUV),,"Greek colonists, Roman, Byzantine, Hungarian, Venetian",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone,Internal (DS/OUV),,,,,,,,,,,Mellowed with a golden patina,Internal (DS/OUV),,,,,,,,,,,Croatia,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Walls, residential blocks, fortifications, cathedral, basilica, bell tower, foundations, town hall, palaces",Internal (DS/OUV),,"Sculpture, portals (south portal, main west portal by Master Radovan)",Internal (DS/OUV),,"Megalithic wall, Vaulting (main nave)",Internal (DS/OUV),,"Sea level rise, climate change, past heavy vehicle traffic, patina accumulation",Internal (DS/OUV),,Authentic materials (where replacement is necessary),Internal (DS/OUV),,Rejection of abrasive stone cleaning in favor of maintaining patina; authentic materials and traditional techniques employed,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
983,"Historic Town of St George and Related Fortifications, Bermuda",United Kingdom of Great Britain and Northern Ireland,"Colonial, English military engineering, Garrison town; nan",Internal (DS/OUV),,17th to 20th century (Settlement began August 1612),Internal (DS/OUV),,English / British Colonial,Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone / Bermudian limestone,Internal (DS/OUV),,,,,,,,,,,White (due to whitewashing),,,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland (Bermuda),Internal (DS/OUV),,Local materials / Local stone,Internal (DS/OUV),,,,,"Walls, roofs, foundations, fortification batteries, seawalls",Internal (DS/OUV),,,,,Early masonry construction / Cut soft stone blocks whitewashed for water catchment,Internal (DS/OUV),,"Storm damage, exposure to maritime environments, invasive plant species",Internal (DS/OUV),,,,,"Major restorations (Seawalls, roof, window restorations, structural repairs, graffiti removal)",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
586,Rohtas Fort,Pakistan,"Muslim Military Architecture (Fortress / Garrison complex with bastions, monumental gateways, inner citadel, stepped wells, mosque, and haveli); nan",Internal (DS/OUV),,16th Century (Commenced in 1541 by Sher Shah Suri; continuous use until 1707 and reoccupied into the 18th/19th centuries),Internal (DS/OUV),,Suri Dynasty / Mughal Empire (incorporating artistic and architectural traditions from Turkey and the Indian Subcontinent),Internal (DS/OUV),,,,,Marble and Sandstone (Rock/geological material is explicitly mentioned),Marble,Marble,Internal (DS/OUV),,Metamorphic Rock,,,Sedimentary (Sandstone) & Metamorphic (Marble),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massive defensive fortification walls, 68 bastions, 12 monumental gateways, inner citadel walls, stepped wells (baolis), and buildings (Shahi Masjid, Haveli Man Singh)",Internal (DS/OUV),,"High- and low-relief carvings, calligraphic inscriptions in marble and sandstone",Internal (DS/OUV),,Ashlar/coursed stone masonry with plaster decoration and glazed tiles,Internal (DS/OUV),,"Fortification wall collapsed in places; threatened by rainwater flooding, choking of original drainage system, and encroachment",Internal (DS/OUV),,,,,Minimal and discreet restoration avoiding modern materials; ongoing management under the Rohtas Fort Conservation Programme (initiated 2000),Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
586,Rohtas Fort,Pakistan,"Muslim Military Architecture (Fortress / Garrison complex with bastions, monumental gateways, inner citadel, stepped wells, mosque, and haveli); nan",Internal (DS/OUV),,16th Century (Commenced in 1541 by Sher Shah Suri; continuous use until 1707 and reoccupied into the 18th/19th centuries),Internal (DS/OUV),,Suri Dynasty / Mughal Empire (incorporating artistic and architectural traditions from Turkey and the Indian Subcontinent),Internal (DS/OUV),,,,,Marble and Sandstone (Rock/geological material is explicitly mentioned),Sandstone (Rock/geological material is explicitly mentioned),Sandstone,Internal (DS/OUV),,Metamorphic Rock,,,Sedimentary (Sandstone) & Metamorphic (Marble),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massive defensive fortification walls, 68 bastions, 12 monumental gateways, inner citadel walls, stepped wells (baolis), and buildings (Shahi Masjid, Haveli Man Singh)",Internal (DS/OUV),,"High- and low-relief carvings, calligraphic inscriptions in marble and sandstone",Internal (DS/OUV),,Ashlar/coursed stone masonry with plaster decoration and glazed tiles,Internal (DS/OUV),,"Fortification wall collapsed in places; threatened by rainwater flooding, choking of original drainage system, and encroachment",Internal (DS/OUV),,,,,Minimal and discreet restoration avoiding modern materials; ongoing management under the Rohtas Fort Conservation Programme (initiated 2000),Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
434,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Oman,"Settlements, Necropolises (tombs), Monumental Towers, Fort, Irrigation Systems/Dams; nan",Internal (DS/OUV),,"3rd Millennium BCE (Bronze Age: Hafit Period, Early & Late Umm an-Nar periods; Iron Age; Neolithic)",Internal (DS/OUV),,Early Bronze Age / Umm an-Nar & Hafit Cultures / Ancient Magan,Internal (DS/OUV),,,,,Limestone,Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,Flint (used in Neolithic mines/workshops),Internal (DS/OUV),,,,,"Dressed limestone blocks, Mud-brick (underneath earlier structures)",Internal (DS/OUV),,,,,,,,,,,Dressed / regularly cut stone blocks,Internal (DS/OUV),,,,,Local ancient Bronze Age quarries & stone-masonry workshops,Internal (DS/OUV),,Sultanate of Oman,Internal (DS/OUV),,Local,Internal (DS/OUV),,Immediate vicinity of settlements/workshops,Internal (DS/OUV),,"Circular outer walls of towers, beehive tombs, cairn tombs, foundations, terraces",Internal (DS/OUV),,,,,"Dry-stone masonry, dressed blocks laid carefully with simple mud mortar",Internal (DS/OUV),,"Damaged slightly by action of time, natural erosion, and weathering processes",Internal (DS/OUV),,,,,Planned restoration for the monumental tower Kasr al-Rojoom,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
277,Hatra,Iraq,"Fortified city, temples/shrines with Iwans (open halls with high barrel-vaulted roofs), temenos, inner & outer circular defensive walls, towers, strongholds, gates, and bridges.; nan",Internal (DS/OUV),,1st century BC to mid-2nd century AD; Parthian empire era (ca. 200 BC–220 AD). Inscribed on UNESCO World Heritage list in 1985.,Internal (DS/OUV),,"Parthian Empire, Aramean, Arab Kingdom, Assyro-Babylonian with Hellenistic and Roman influences.",Internal (DS/OUV),,,Internal (DS/OUV),,"Gypsum, Stone",Gypsum,Calcite/Gypsum,Internal (DS/OUV),,Sedimentary Rock,,,"Bitumen, Mudbrick, Brick",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Stone quarries near the site.,Internal (DS/OUV),,Iraq,Internal (DS/OUV),,Local (relied for building materials on stone quarries near the site).,Internal (DS/OUV),,,,,"Inner main wall (diameter ~2 km), strongholds, towers, barrel-vaulted roofs / Iwans, rectangular temenos wall, contiguous Iwans, bridges, and wells.",Internal (DS/OUV),,"Carved stone and gypsum, pilastered portico, carved stone statues, statuettes of gods/rulers, sculptured figures, and Aramaic inscriptions.",Internal (DS/OUV),,"Mudbrick, brick, bitumen and gypsum, stone and gypsum; barrel vaults; carved stone and chiselled stone masonry.",Internal (DS/OUV),,"Severe natural weathering, erosion, neglect, looting, and localized conflict-inflicted damage (2015–2017).",Internal (DS/OUV),,Stone cut and chiselled from the same local stone quarries by specialized archaeologists and Mosul stone chisellers.,Internal (DS/OUV),,Historical conservation/restoration of walls and temenos rooms; ongoing plans for archaeological conservation of natural/conflict erosion.,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
731,Hanseatic Town of Visby,Sweden,"Walled trading town, ramparts, warehouses, merchants' dwellings, castles, cathedrals, churches, guild houses, residences, towers, gates, moats, monasteries, vernacular wooden houses, hospital, school, prison.; nan",Internal (DS/OUV),,"Viking Age (pre-12th century), 12th century, 13th century, 14th century, 18th century, and 19th century.",Internal (DS/OUV),,"Viking / Gotlandic, German (Hanseatic League), Danish, Russian.",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone ,Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Gotlandic Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Quarries extracted from the surrounding dry moats, open spaces, and adjacent limestone quarries.",Internal (DS/OUV),,Sweden (Island of Gotland),Internal (DS/OUV),,Local,Internal (DS/OUV),,Local / Short distance (Quarried directly from the defensive network/moats surrounding the site and nearby quarries).,Internal (DS/OUV),,"Town defense walls, ramparts, towers, gates, foundations, warehouses, churches, cathedrals, and street paving (large limestone slabs).",Internal (DS/OUV),,,,,Stone masonry with Gotlandic lime plaster/mortars; horizontal plank timber construction (used for vernacular houses).,Internal (DS/OUV),,"Partial collapses over the years (e.g., collapse of a section of the town wall in 2012); decay of abandoned church ruins after the Reformation (1530s).",Internal (DS/OUV),,,,,Restoration of the town wall following the 2012 collapse; ongoing traditional lime production and craftsmanship for mortar/plaster preservation.,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
518,Poblet Monastery,Spain,"Cistercian abbey / Abbey, Monastery complex (includes church, cloister, fortified royal residence, chapter house, refectory, pantheon, etc.); nan",Internal (DS/OUV),,12th to 15th centuries (Church dates to the 13th century),Internal (DS/OUV),,Crown of Aragon / Kingdom of Catalonia and Aragon,Internal (DS/OUV),,,Internal (DS/OUV),,"Alabaster (retable of the high altar by Damià Forment, 1529)",Alabaster (retable of the high altar by Damià Forment,Calcite/Gypsum,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High altar retable (made of alabaster),Internal (DS/OUV),,,,,,,,,,,"Retable of the high altar, church, refectory, cloister, chapter house, scriptorium, and abbot’s palace restored since 1940",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
