Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Exploded Major Stone,Standardized Stone Name,Rock Class,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
373,"Stonehenge, Avebury and Associated Sites",United Kingdom of Great Britain and Northern Ireland,"Megalithic stone circles, henges, barrows, avenues, and earthen earthworks/mounds.; nan",Internal (DS/OUV),,Circa 3700 BC – 1600 BC (Neolithic to Early Bronze Age); focal stone circle built ~2500 BC.,Internal (DS/OUV),,Prehistoric Britain (Neolithic and Bronze Age societies).,Internal (DS/OUV),,,Internal (DS/OUV),,"Wiltshire Sarsen Sandstone and Bluestone (dolerite, rhyolite, tuffs)",tuffs),Volcanic Rock,Igneous,Internal (DS/OUV),,,,"Chalk (used in earthworks/mounds like Silbury Hill), Altar Stone (Metasandstone), Quartz veins, packing stones",Internal (DS/OUV),,"Sarsen (Silcrete), Chalk",,,,,,,,,,,,,,,,,,,,,,,,United Kingdom (England & Wales),Internal (DS/OUV),,"Sarsens: Local/Regional (~25 km).
Bluestones: Imported (~200–240 km).",External,"Nash, D. J., Ciborowski, T. J. R., Ullyott, J. S., Pearson, M. P., Darvill, T., Greaney, S., Maniatis, G., & Whitaker, K. A. (2020). Origins of the sarsen megaliths at Stonehenge. Science Advances, 6(31), eabc0133. https://doi.org/10.1126/sciadv.abc0133",~25 km for Sarsens; up to 240 km for Bluestones.,Internal (DS/OUV),,"Standing megalithic uprights, horizontal lintels, central trilithons, inner/outer concentric circles, horseshoe arrangements, packing stones.",Internal (DS/OUV),,Unique surface shaping/dressing of megalithic stones; intentional arrangement of bluestone contrast.,Internal (DS/OUV),,"Mortise-and-tenon jointing, tongue-and-groove lintel capping, dressed/shaped megaliths.",Internal (DS/OUV),,"Weathering from surface erosion, natural environmental exposure, animal burrowing, and historic visitor traffic.",Internal (DS/OUV),,,,,"Early to mid-20th-century interventions involving excavation, re-erection of fallen or buried stones to their original positions, and modern site consolidation.",,,Good,Internal (DS/OUV),,Yes,"1. Nash et al., 2020 - Science Advances


2. Parker Pearson et al., 2015 - Antiquity


3. Whitaker, 2019 - Oxford Journal of Archaeology


4. Lott, 2013 - Quarterly Journal of Engineering Geology and Hydrogeology",,,Tier 9: Unflagged,
677,Baroque Churches of the Philippines,Philippines,Earthquake Baroque / Fortress Baroque (Peripheral Baroque); nan,Internal (DS/OUV),,"16th – 18th centuries (Spanish Colonial Period)
",Internal (DS/OUV),,"Spanish Colonial Philippines (fusion of Spanish/European, Chinese, and native Philippine traditions)",Internal (DS/OUV),,,Internal (DS/OUV),,"Tuff, Coralline / Coralline Limestone",Tuff,Volcanic Rock,Igneous,Internal (DS/OUV),,Internal (DS/OUV),,"Brick, Lime (mortar), Coral blocks",Internal (DS/OUV),,Adobe stone (volcanic tuff in Manila/Luzon); Coral stone / De capaza,Internal (DS/OUV),,"Volcanic Tuff, Biogenic Coralline Limestone, Clay Brick",Internal (DS/OUV),,,,,na,,,,,,"Porous, coarse-grained (coralline/tuffaceous)",,,"Calcite (limestone), Volcanic ash/feldspar/silicate minerals (tuff)",,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",External,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Load-bearing exterior walls, massive buttresses (contrafuertes), bell towers, stone barrel vaults",Internal (DS/OUV),,"High Baroque retablos (altars), volutes, pediment reliefs, carved facades, trompe-l'œil ceiling paintings",Internal (DS/OUV),,"Thick unreinforced block masonry consolidated with lime mortar
",Internal (DS/OUV),,"Environmental degradation and surface erosion due to time, tropical humidity, and salt air",,,,,,Careful governmental and tri-partite restoration using original materials to preserve integrity,,,Excellent,,,Yes,ICOMOS Advisory Body Evaluation; Presidential Decrees 260 & 375; RA 10066 (National Heritage Law),,,Tier 9: Unflagged,
736,Seokguram Grotto and Bulguksa Temple,Republic of Korea,Buddhist Religious Architectural Complex / Artificial Stone Grotto & Wooden Temple on Stone Terraces; nan,Internal (DS/OUV),,8th Century (Built circa 751–774 CE),Internal (DS/OUV),,Silla Kingdom (Silla Dynasty),Internal (DS/OUV),,,Internal (DS/OUV),,"Granite, White Granite",Granite,Granite,Igneous,,,Internal (DS/OUV),,,,,,,,,,,,,,,,,"Light gray to off-white (""White Granite"")",Internal (DS/OUV),,Equigranular to porphyritic masonry blocks and reliefs,Internal (DS/OUV),,,,,Mount Toham (Mount Tohamsan) quarries,Internal (DS/OUV),,Republic of Korea,Internal (DS/OUV),,Local (sourced directly from Mount Tohamsan),Internal (DS/OUV),,Short distance / Local site extraction (< 5 km),External,Inferred from Mount Toham location,"Artificial domed grotto, stone foundations, raised terraces, steps, and pagodas (Seokgatap and Dabotap)",Internal (DS/OUV),,"Monumental Buddha statue, high and low relief carvings (devas, bodhisattvas, disciples, guardians)",Internal (DS/OUV),,Dry-laid fine granite masonry; innovative dome construction using over 360 stone slabs and locking stones,Internal (DS/OUV),,"Moisture and condensation, mold/mildew/moss growth, acid rain, salty fogs, and atmospheric weathering",Internal (DS/OUV),,Concrete (used during 1913–1915 and 1960s restorations for protective outer domes),Internal (DS/OUV),,1913–1915 dismantle & concrete dome construction; 1960s dual concrete dome addition; wooden antechamber & glass barrier installation,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,Official UNESCO World Heritage Dossier #736; ICOMOS Advisory Body Evaluation Document,,,Tier 9: Unflagged,
736,Seokguram Grotto and Bulguksa Temple,Republic of Korea,Buddhist Religious Architectural Complex / Artificial Stone Grotto & Wooden Temple on Stone Terraces; nan,Internal (DS/OUV),,8th Century (Built circa 751–774 CE),Internal (DS/OUV),,Silla Kingdom (Silla Dynasty),Internal (DS/OUV),,,Internal (DS/OUV),,"Granite, White Granite",White Granite,Granite,Igneous,,,Internal (DS/OUV),,,,,,,,,,,,,,,,,"Light gray to off-white (""White Granite"")",Internal (DS/OUV),,Equigranular to porphyritic masonry blocks and reliefs,Internal (DS/OUV),,,,,Mount Toham (Mount Tohamsan) quarries,Internal (DS/OUV),,Republic of Korea,Internal (DS/OUV),,Local (sourced directly from Mount Tohamsan),Internal (DS/OUV),,Short distance / Local site extraction (< 5 km),External,Inferred from Mount Toham location,"Artificial domed grotto, stone foundations, raised terraces, steps, and pagodas (Seokgatap and Dabotap)",Internal (DS/OUV),,"Monumental Buddha statue, high and low relief carvings (devas, bodhisattvas, disciples, guardians)",Internal (DS/OUV),,Dry-laid fine granite masonry; innovative dome construction using over 360 stone slabs and locking stones,Internal (DS/OUV),,"Moisture and condensation, mold/mildew/moss growth, acid rain, salty fogs, and atmospheric weathering",Internal (DS/OUV),,Concrete (used during 1913–1915 and 1960s restorations for protective outer domes),Internal (DS/OUV),,1913–1915 dismantle & concrete dome construction; 1960s dual concrete dome addition; wooden antechamber & glass barrier installation,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,Official UNESCO World Heritage Dossier #736; ICOMOS Advisory Body Evaluation Document,,,Tier 9: Unflagged,
567,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,Bolivia (Plurinational State of),"Civic-ceremonial centre, Temples, Pyramids, Monoliths, Palaces, Urban ceremonial capital; nan",Internal (DS/OUV),,400 A.D. – 900 A.D. (flourished); apogee between 500 A.D. and 900 A.D.; declined 11th century to 12th century,Internal (DS/OUV),,Tiwanaku Culture / Pre-Inca Andean civilization,Internal (DS/OUV),,,Internal (DS/OUV),,"Sandstone, Red Sandstone, Andesite, Adobe (mud brick)",Andesite,Andesite,Igneous,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,Red (for Red Sandstone),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Retaining walls (Akapana Pyramid clad in sandstone/andesite), pillars (Templete made of red sandstone), door frames/gateways (Gate of the Sun), steps, underground drainage canals",Internal (DS/OUV),,"Bas-relief frieze (Gate of the Sun depicting central deity and anthropomorphic birds), carved stone heads set into temple walls, carved monoliths",Internal (DS/OUV),,Impressive accurately carved ashlar stones; carved from single slabs (monolithic); polished stone materials,Internal (DS/OUV),,Adverse effect of climatic conditions,Internal (DS/OUV),,,,,"Systematic conservation, restoration, and physical stabilization measures required under the main plan (1999–2009)",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
987,Roman Walls of Lugo,Spain,Roman military fortification / Late imperial defensive walls; nan,Internal (DS/OUV),,3rd and 4th centuries AD (later part of the 3rd century),Internal (DS/OUV),,Western Roman Empire / Roman,Internal (DS/OUV),,,Internal (DS/OUV),,"Slate, Granite",Granite,Granite,Igneous,Internal (DS/OUV),,Internal (DS/OUV),,Conglomerate (slate slabs & worked stone pieces from Roman buildings),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Local materials (""use of local materials such as slate, granite..."")",Internal (DS/OUV),,,,,Internal and external facings (slate with some granite); core filling (conglomerate of slate slabs and worked stone pieces),Internal (DS/OUV),,,,,Interlocked with lime mortar; core filling of conglomerate of slate slabs and worked stone pieces re-used from Roman buildings,Internal (DS/OUV),,Minor pressures from relative humidity and water (noted as under control),Internal (DS/OUV),,Re-used worked stone pieces from earlier Roman buildings,Internal (DS/OUV),,"Renovation, rehabilitation, and maintenance interventions carried out under the ""Advance Integral Plan for the Conservation and Restoration of the Walls of Lugo""",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
910,Brimstone Hill Fortress National Park,Saint Kitts and Nevis,Military architecture / Fortress / Citadel (Polygonal System); nan,Internal (DS/OUV),,"17th and 18th centuries (Evolved starting in 1690, Citadel completed end of 1700s, served until 1853)",Internal (DS/OUV),,British (built by African slave labour) / European colonial,Internal (DS/OUV),,,Internal (DS/OUV),,"Basalt, Limestone",Basalt,Basalt,Igneous,Internal (DS/OUV),,,,,,,,,,"Basalt, Limestone",,,,,,,,,,,,,,,,,,Quarries on the middle and lower slopes of the hill,Internal (DS/OUV),,Saint Kitts and Nevis (Island of St. Christopher / St. Kitts),Internal (DS/OUV),,Local,,,,,,"Dressed stone (basalt) blocks with a rubble core used for principal structures (bastions, barracks, retaining walls, Citadel)",Internal (DS/OUV),,Local limestone used as a decorative element for quoins and for facing round doorways and embrasures,Internal (DS/OUV),,Dressed stone blocks with a rubble core; traditional working techniques; mortars prepared with Portland cement mixed with lime,Internal (DS/OUV),,"Rock falls, land slippage, and heavy rainfall impact",Internal (DS/OUV),,New stone worked according to traditional techniques,Internal (DS/OUV),,"Stabilization, restoration, and reconstruction projects (e.g., discrete use of modern materials like Portland cement mixed with lime in recommended proportions, timber reconstructions)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1131,Royal Exhibition Building and Carlton Gardens,Australia,"Byzantine, Romanesque, Lombardic and Italian Renaissance; nan",Internal (DS/OUV),,Designed for international exhibitions of 1880 and 1888 (constructed starting 1879),Internal (DS/OUV),,Victorian / Colonial Australia,Internal (DS/OUV),,,Internal (DS/OUV),,"Bluestone, Slate",Bluestone,Dolerite/Rhyolite,Igneous,Internal (DS/OUV),,,,,,,"Bluestone,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plinth, base of iron railings, slate roof, timber floors, external joinery and stonework",Internal (DS/OUV),,"Internal paintings/murals, parapet ornamentation",Internal (DS/OUV),,"Brick and timber, steel and slate construction",Internal (DS/OUV),,,,,Concrete (replaced original timber staircases early in the 20th century),Internal (DS/OUV),,"Dome, structure, external joinery and stonework, timber floors, scroll/parterre gardens, and reinstatement of missing parapet ornamentation",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,,Tier 9: Unflagged,
1031,Historic Centre of Guimarães and Couros Zone,Portugal,"Portuguese architecture (medieval settlement evolving into a modern town with grand houses, monastic complexes, tanneries, workers' houses); nan",Internal (DS/OUV),,"10th century CE, 12th century, 15th to 19th centuries (specifically 950–1498, 1498–1693)",Internal (DS/OUV),,Portuguese,Internal (DS/OUV),,,,,Granite,Granite,Granite,Igneous,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ground floor in granite with a half-timbered structure above,Internal (DS/OUV),,,,,Granite combined with a timber-framed / half-timbered structure,Internal (DS/OUV),,,,,,,,Rehabilitation strategy for the Couros Zone,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
365,Khami Ruins National Monument,Zimbabwe,Complex series of platforms of dry-stone walled structures; nan,Internal (DS/OUV),,1450 – 1650,Internal (DS/OUV),,Torwa dynasty (arose from the collapse of the Great Zimbabwe Kingdom),Internal (DS/OUV),,,Internal (DS/OUV),,Granite,Granite,Granite,Igneous,Internal (DS/OUV),,,,,,,,,,Granite,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Local (Dry-stone building traditions surrounding the site area),Internal (DS/OUV),,,,,"Retaining walls/revetments, platforms, passage ways, perambulatory galleries, Chief's residence (Mambo), terraces, and a monumental granite cross",Internal (DS/OUV),,"Retaining walls/revetments, platforms, passage ways, perambulatory galleries, Chief's residence (Mambo), terraces, and a monumental granite cross",,,Dry-stone masonry / Anastylosis (for restoration),Internal (DS/OUV),,"Variations in temperature, rain-induced ground creepage (causing wall cracks, bulges, and collapses), ground water, natural erosion, encroaching vegetation",Internal (DS/OUV),,None used (restoration uses traditional methods/anastylosis with no new materials added),Internal (DS/OUV),,Anastylosis using traditional methods without adding new materials,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1011,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Armenia,"Central-domed cross-hall type church, four-column domed basilica, three-aisled basilica, circular structure; nan",Internal (DS/OUV),,"AD 301–303 (Cathedral), AD 618 (St. Hripsime), AD 630 (St. Gayane), Middle of 7th century (Zvartnots), AD 1694 (St. Shoghakat), AD 1767 (St. Mariam Astvatsatsin)",Internal (DS/OUV),,Early Christian / Medieval Armenian,Internal (DS/OUV),,,Internal (DS/OUV),,Tuff (stone of volcanic origin),Tuff (stone of volcanic origin),Volcanic Rock,Igneous,Internal (DS/OUV),,Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,"Tuff (volcanic ash/pyroclastic rock), Marble",Internal (DS/OUV),,,,,,,,Brown (well-processed tuff at St Shoghakat),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Walls, dome/roofing slabs, pillars, vaults, foundations, columns",Internal (DS/OUV),,"Internal marble painting surface (main apse fresco base), rich bas-reliefs and high-reliefs",Internal (DS/OUV),,Well-processed tuff blocks,Internal (DS/OUV),,,,,Lead roofing replaced by stone slabs (2000 AD),Internal (DS/OUV),,Roof and walls renovated in 1652; monastery renovated 1866–1882; dome stone slabs added in 2000,Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,,Tier 9: Unflagged,
829,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,"Residential, Commercial, and Public Urban Architecture (Atrium Houses, Suburban Villas, Forum, Baths, Theatres, Amphitheatre, Palaestra, Thermopolia/Shops); nan",Internal (DS/OUV),,Early Roman Empire / 3rd century BC to 1st century AD (79 AD Eruption),Internal (DS/OUV),,Ancient Roman Civilization,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Volcanic Ash, Lapilli",Volcanic Ash,Volcanic Rock,Igneous,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Volcanic Ash Deposit and Pyroclastic Lapilli,Internal (DS/OUV),,,,,,,,,,,Pyroclastic / Fragmental,Internal (DS/OUV),,,,,,,,,,,Local (Volcanic eruptive deposits originating from Mount Vesuvius),Internal (DS/OUV),,,,,"Enclosure and load-bearing walls, colonnades, paving, and urban infrastructure",Internal (DS/OUV),,"Wall paintings, frescos, illusionistic architectural motifs, and mosaic floors",Internal (DS/OUV),,,,,"Active environmental decay, collapse risks from water/exposure, and historical thermal carbonization during the eruption",Internal (DS/OUV),,,,,"Modern consolidation, progressive introduction of enduring techniques/materials, 1950s open-air museum restoration (Amedeo Maiuri), and structural stabilization under the ""Grande Progetto Pompei"" (2012)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
829,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,"Residential, Commercial, and Public Urban Architecture (Atrium Houses, Suburban Villas, Forum, Baths, Theatres, Amphitheatre, Palaestra, Thermopolia/Shops); nan",Internal (DS/OUV),,Early Roman Empire / 3rd century BC to 1st century AD (79 AD Eruption),Internal (DS/OUV),,Ancient Roman Civilization,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Volcanic Ash, Lapilli",Lapilli,Lapilli,Igneous,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Volcanic Ash Deposit and Pyroclastic Lapilli,Internal (DS/OUV),,,,,,,,,,,Pyroclastic / Fragmental,Internal (DS/OUV),,,,,,,,,,,Local (Volcanic eruptive deposits originating from Mount Vesuvius),Internal (DS/OUV),,,,,"Enclosure and load-bearing walls, colonnades, paving, and urban infrastructure",Internal (DS/OUV),,"Wall paintings, frescos, illusionistic architectural motifs, and mosaic floors",Internal (DS/OUV),,,,,"Active environmental decay, collapse risks from water/exposure, and historical thermal carbonization during the eruption",Internal (DS/OUV),,,,,"Modern consolidation, progressive introduction of enduring techniques/materials, 1950s open-air museum restoration (Amedeo Maiuri), and structural stabilization under the ""Grande Progetto Pompei"" (2012)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
129,Maya Site of Copan,Honduras,"Ruined citadel, imposing public squares, pyramids, terraces, temples, plazas, ball courts, stadium, and residential complexes; nan",Internal (DS/OUV),,"Classic Maya Period (AD 300–900); first population evidence ~1500 B.C., first Maya-Cholan immigration ~100 A.D., dynasty started 427 A.D.",Internal (DS/OUV),,Classic Maya Civilization,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Obsidian (Mentioned in OUV: stairway figures inlaid with obsidian),Obsidian (Mentioned in OUV: stairway figures inlaid with obsidian),Obsidian,Igneous,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,Black (associated with obsidian),Internal (DS/OUV),,,,,,,,,,,,,,"Imported / Regional movement (Immigration & leaders coming from Petén / Guatemalan Highlands, but specific stone provenance is not stated)",Internal (DS/OUV),,,,,"Pyramids, terraces, temples, plazas, altars, stadium, ball courts, mounds",Internal (DS/OUV),,"Sculptured monoliths and altars; Hieroglyphic Stairway with over 1,800 glyphs; stairway sculptured with jaguar figures",Internal (DS/OUV),,"Paved expanse, level plazas, elevated masses, in situ sculpture and stonework",Internal (DS/OUV),,"River erosion, microflora growth, seismic vulnerability (earthquake damage)",Internal (DS/OUV),,Replicas used in situ for preservation while originals moved to Sculpture Museum,Internal (DS/OUV),,Restoration projects carried out following international standards since 1980,Internal (DS/OUV),,Poor,,,Yes,,,,Tier 9: Unflagged,
384,Old Town of Cáceres,Spain,"Roman, Islamic, Northern Gothic, Italian Renaissance, Fortified/Nobility architecture (fortress-houses, palace-houses); nan",Internal (DS/OUV),,"14th to 16th centuries (including 15th-century fortress-houses & 16th-century palace-houses; traces back to Roman, Arab/Almohad, & Pre-Roman times)",Internal (DS/OUV),,"Pre-Roman, Roman, Islamic / Arab (Almohades), Jewish, Medieval Christian",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Granite,Granite,Granite,Igneous,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,Internal (DS/OUV),,Local (Inferred from nobility/masonry constructions),Internal (DS/OUV),,,,,"Defenses, Defensive walls, Towers (Torre del Bujaco, Torre Mochada, Púlpitos), Fortified houses, Palaces, Churches",Internal (DS/OUV),,,,,Granite Masonry,Internal (DS/OUV),,,,,,,,Historical refurbishment during medieval Christian times & Almohade phase; modern physical and functional rehabilitation under the Special Revitalization and Protection Plan,,,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
88,Nubian Monuments from Abu Simbel to Philae,Egypt,"Temples, Tombs, Sanctuary, Kiosk, Monastery, Gate, Ruins; nan",Internal (DS/OUV),,"Old Kingdom, Middle Kingdom, New Kingdom (15th century BCE) to Ptolemaic and Roman periods (2nd century CE)",Internal (DS/OUV),,Ancient Egyptian / Nubian / Greco-Roman / Coptic,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Granite ,Granite,Granite,Igneous,Internal (DS/OUV),,,,,,,,,,Granite (Mentioned under Criterion iii & Protection requirements),Internal (DS/OUV),,,,,,,,,,,,,,,,,Stone quarries of Aswan / Granite quarries of the Cataract area,Internal (DS/OUV),,Egypt,Internal (DS/OUV),,Local (Exploited within the Aswan region),Internal (DS/OUV),,,,,"Temples carved out of solid rock escarpment (rock-cut architecture), obelisks, colossi, sanctuary walls",Internal (DS/OUV),,"Richly decorated tombs, relief sculptures/scenes",Internal (DS/OUV),,Ancient Egyptian quarrying and rock-cut techniques (disassembled and reconstructed during relocation),Internal (DS/OUV),,"Affected by wind, temperature change, rains, humidity, bird droppings, and dust",Internal (DS/OUV),,,,,"International UNESCO Campaign (1960–1980): Monuments were disassembled, moved, and reconstructed to save them from Nile flooding",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
1485,The Forth Bridge,United Kingdom of Great Britain and Northern Ireland,Railway Bridge / Multi-span Cantilever Trussed Bridge; nan,Internal (DS/OUV),,Built between 1882 and 1890 (Opened in 1890),Internal (DS/OUV),,Modern Industrial / Victorian Engineering,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Granite,Granite,Granite,Igneous,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Foundations / Substructure (supporting steel double-cantilever towers),Internal (DS/OUV),,,,,Foundation / Pier Masonry,Internal (DS/OUV),,,,,,,,Over ten years of restoration/maintenance work (including a new paint system by Network Rail),Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
273,City of Cuzco,Peru,"Baroque, Plateresco, Mudejar, Churrigueresco, Pre-Hispanic/Inca, Colonial; nan",Internal (DS/OUV),,15th Century (Inca redesign/remodel) to 16th Century onwards (Colonial overlay),Internal (DS/OUV),,Ancient Inca Civilization / Tawantinsuyu Empire & Hispanic / Colonial Viceroyalty,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Andesite, Granite",Andesite,Andesite,Igneous,Internal (DS/OUV),,,,,,,,,,Meticulously cut granite and andesite,Internal (DS/OUV),,,,,,,,,,,Very finely finished / Meticulously cut,Internal (DS/OUV),,,,,,,,Peru (Implied local Andean origin),Internal (DS/OUV),,Local,,,,,,"Walls, foundations, urban enclosures, temples (Temple of the Sun / Qoricancha), palaces, and churches",Internal (DS/OUV),,"Baroque/Plateresco/Mudejar ornamental facade features, religious art, and carved elements over Inca structures",Internal (DS/OUV),,"Meticulously cut, finely finished stone masonry (Inca dry-stone/polygonal ashlar technique)",Internal (DS/OUV),,Earthquake damage / seismic degradation (notably following the major 1950 earthquake),Internal (DS/OUV),,,,,Recovery and restoration programs initiated after the 1950 earthquake through 1973,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
273,City of Cuzco,Peru,"Baroque, Plateresco, Mudejar, Churrigueresco, Pre-Hispanic/Inca, Colonial; nan",Internal (DS/OUV),,15th Century (Inca redesign/remodel) to 16th Century onwards (Colonial overlay),Internal (DS/OUV),,Ancient Inca Civilization / Tawantinsuyu Empire & Hispanic / Colonial Viceroyalty,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Andesite, Granite",Granite,Granite,Igneous,Internal (DS/OUV),,,,,,,,,,Meticulously cut granite and andesite,Internal (DS/OUV),,,,,,,,,,,Very finely finished / Meticulously cut,Internal (DS/OUV),,,,,,,,Peru (Implied local Andean origin),Internal (DS/OUV),,Local,,,,,,"Walls, foundations, urban enclosures, temples (Temple of the Sun / Qoricancha), palaces, and churches",Internal (DS/OUV),,"Baroque/Plateresco/Mudejar ornamental facade features, religious art, and carved elements over Inca structures",Internal (DS/OUV),,"Meticulously cut, finely finished stone masonry (Inca dry-stone/polygonal ashlar technique)",Internal (DS/OUV),,Earthquake damage / seismic degradation (notably following the major 1950 earthquake),Internal (DS/OUV),,,,,Recovery and restoration programs initiated after the 1950 earthquake through 1973,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
